day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;101100;KELP;2019;5;2018;21;;;2022;22;;;;;2020.5;-8.828857421875
-1;101200;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;0.0
-1;101200;KELP;2019;25;;;;;2022;26;;;;;2020.5;-8.5992431640625
-1;101300;KELP;2019;27;;;;;2022;27;;;;;2020.5;-8.3609619140625
-1;101300;RAINFOREST_RESIN;9996;1;9995;26;;;9998;2;10004;1;10005;26;9997.0;0.0
-1;101400;KELP;2019;22;;;;;2021;5;2022;22;;;2020.0;-8.648681640625
-1;101400;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;0.0
-1;101500;RAINFOREST_RESIN;10000;3;9996;2;9995;20;10004;2;10005;20;;;10002.0;0.0
-1;101500;KELP;2020;5;2018;22;;;2022;22;;;;;2021.0;-8.8990478515625
-1;101600;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;0.0
-1;101600;KELP;2019;21;;;;;2022;27;;;;;2020.5;-8.72900390625
-1;101700;KELP;2018;27;;;;;2022;27;;;;;2020.0;-9.1971435546875
-1;101700;RAINFOREST_RESIN;9998;1;9995;27;;;10005;27;;;;;10001.5;0.0
-1;101800;KELP;2018;26;;;;;2021;2;2022;24;;;2019.5;-9.1966552734375
-1;101800;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;0.0
-1;101900;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;0.0
-1;101900;KELP;2018;23;;;;;2020;6;2022;23;;;2019.0;-8.9393310546875
-1;102000;RAINFOREST_RESIN;10002;1;9996;1;9995;29;10004;1;10005;29;;;10003.0;0.0
-1;102000;KELP;2018;30;;;;;2022;30;;;;;2020.0;-8.8919677734375
-1;102100;KELP;2019;24;;;;;2022;24;;;;;2020.5;-8.7381591796875
-1;102100;RAINFOREST_RESIN;9998;3;9996;2;9995;22;10004;2;10005;22;;;10001.0;0.0
-1;102200;KELP;2019;30;;;;;2021;7;2022;30;;;2020.0;-8.624267578125
-1;102200;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;0.0
-1;102300;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;0.0
-1;102300;KELP;2020;4;2019;1;2018;24;2022;25;;;;;2021.0;-8.82470703125
-1;102400;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;0.0
-1;102400;KELP;2019;23;;;;;2022;23;;;;;2020.5;-8.770751953125
-1;102500;KELP;2019;29;;;;;2022;29;;;;;2020.5;-8.6851806640625
-1;102500;RAINFOREST_RESIN;9996;2;9995;27;;;10002;9;10004;2;10005;27;9999.0;0.0
-1;102600;KELP;2018;25;;;;;2021;25;;;;;2019.5;-9.3167724609375
-1;102600;RAINFOREST_RESIN;9998;9;9996;2;9995;23;10004;2;10005;23;;;10001.0;0.0
-1;102700;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;0.0
-1;102700;KELP;2018;21;;;;;2022;21;;;;;2020.0;-9.1512451171875
-1;102800;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;0.0
-1;102800;KELP;2018;28;;;;;2022;28;;;;;2020.0;-9.05419921875
-1;102900;KELP;2020;4;2019;4;2018;28;2021;1;2022;27;;;2020.5;-9.1646728515625
-1;102900;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;0.0
-1;103000;KELP;2018;31;;;;;2020;4;2021;1;2022;30;2019.0;-9.158447265625
-1;103000;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;0.0
-1;103100;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;0.0
-1;103100;KELP;2020;1;2018;27;;;2022;27;;;;;2021.0;-9.0975341796875
-1;103200;RAINFOREST_RESIN;9998;5;9995;27;;;10005;27;;;;;10001.5;0.0
-1;103200;KELP;2019;6;2018;27;;;2022;27;;;;;2020.5;-9.11865234375
-1;103300;KELP;2019;34;;;;;2022;26;;;;;2020.5;-8.7724609375
-1;103300;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;0.0
-1;103400;KELP;2018;32;;;;;2019;1;2020;5;2022;32;2018.5;-8.9276123046875
-1;103400;RAINFOREST_RESIN;9998;9;9996;2;9995;30;10000;4;10004;2;10005;30;9999.0;0.0
-1;103500;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;0.0
-1;103500;KELP;2019;8;2018;28;;;2020;9;2022;28;;;2019.5;-8.9097900390625
-1;103600;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;0.0
-1;103600;KELP;2018;27;;;;;2022;27;;;;;2020.0;-8.907470703125
-1;103700;KELP;2019;1;2018;24;;;2022;25;;;;;2020.5;-8.80859375
-1;103700;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;0.0
-1;103800;KELP;2018;26;;;;;2020;7;2022;26;;;2019.0;-8.8385009765625
-1;103800;RAINFOREST_RESIN;9998;5;9995;26;;;10005;26;;;;;10001.5;0.0
-1;103900;RAINFOREST_RESIN;9996;2;9995;22;;;10002;7;10004;2;10005;22;9999.0;0.0
-1;103900;KELP;2019;2;2018;22;;;2022;24;;;;;2020.5;-8.8592529296875
-1;104000;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;0.0
-1;104000;KELP;2020;1;2018;27;;;2022;27;;;;;2021.0;-9.012939453125
-1;104100;KELP;2019;28;;;;;2022;28;;;;;2020.5;-8.4898681640625
-1;104100;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;0.0
-1;104200;KELP;2019;23;;;;;2021;7;2022;24;;;2020.0;-8.73046875
-1;104200;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;0.0
-1;104300;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;0.0
-1;104300;KELP;2019;21;;;;;2022;22;;;;;2020.5;-8.3797607421875
-1;104400;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;0.0
-1;104400;KELP;2019;29;;;;;2022;29;;;;;2020.5;-8.5224609375
-1;104500;KELP;2019;26;;;;;2022;26;;;;;2020.5;-8.638671875
-1;104500;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;0.0
-1;104600;KELP;2019;28;;;;;2022;27;;;;;2020.5;-8.4874267578125
-1;104600;RAINFOREST_RESIN;9996;2;9995;25;;;10002;4;10004;2;10005;25;9999.0;0.0
-1;104700;RAINFOREST_RESIN;10002;1;9996;1;9995;30;10004;1;10005;30;;;10003.0;0.0
-1;104700;KELP;2019;32;;;;;2022;31;;;;;2020.5;-8.545654296875
-1;104800;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;0.0
-1;104800;KELP;2019;34;;;;;2022;28;;;;;2020.5;-8.592041015625
-1;104900;KELP;2019;26;;;;;2021;4;2022;26;;;2020.0;-8.53271484375
-1;104900;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;0.0
-1;105000;KELP;2018;21;;;;;2022;21;;;;;2020.0;-8.89794921875
-1;105000;RAINFOREST_RESIN;9995;21;;;;;10002;2;10005;21;;;9998.5;0.0
-1;105100;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;0.0
-1;105100;KELP;2019;8;2018;32;;;2022;32;;;;;2020.5;-8.916259765625
-1;105200;RAINFOREST_RESIN;9998;5;9996;1;9995;25;10004;1;10005;25;;;10001.0;0.0
-1;105200;KELP;2020;7;2018;26;;;2022;26;;;;;2021.0;-9.087158203125
-1;105300;KELP;2020;1;2018;27;;;2021;27;;;;;2020.5;-9.3143310546875
-1;105300;RAINFOREST_RESIN;9996;2;9995;25;;;10002;9;10004;2;10005;25;9999.0;0.0
-1;105400;KELP;2018;30;;;;;2021;24;;;;;2019.5;-9.37451171875
-1;105400;RAINFOREST_RESIN;10002;1;9995;24;;;10005;24;;;;;10003.5;0.0
-1;105500;RAINFOREST_RESIN;9998;1;9995;28;;;10005;28;;;;;10001.5;0.0
-1;105500;KELP;2018;28;;;;;2020;2;2021;28;;;2019.0;-9.458251953125
-1;105600;RAINFOREST_RESIN;9998;8;9995;30;;;10005;30;;;;;10001.5;0.0
-1;105600;KELP;2020;1;2018;30;;;2021;30;;;;;2020.5;-9.416259765625
-1;105700;KELP;2020;1;2018;1;2017;28;2021;29;;;;;2020.5;-9.845458984375
-1;105700;RAINFOREST_RESIN;9998;8;9996;1;9995;28;10004;1;10005;28;;;10001.0;0.0
-1;105800;KELP;2020;7;2018;28;;;2021;28;;;;;2020.5;-9.583251953125
-1;105800;RAINFOREST_RESIN;10002;3;9996;2;9995;26;10004;2;10005;26;;;10003.0;0.0
-1;105900;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;0.0
-1;105900;KELP;2018;24;;;;;2021;24;;;;;2019.5;-9.3553466796875
-1;106000;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;0.0
-1;106000;KELP;2018;18;;;;;2021;22;;;;;2019.5;-9.4149169921875
-1;106100;KELP;2018;24;;;;;2020;7;2021;24;;;2019.0;-9.4569091796875
-1;106100;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;0.0
-1;106200;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;0.0
-1;106200;KELP;2018;23;;;;;2021;23;;;;;2019.5;-9.5655517578125
-1;106300;KELP;2018;32;;;;;2019;4;2021;28;;;2018.5;-9.3944091796875
-1;106300;RAINFOREST_RESIN;9996;2;9995;26;;;9998;2;10000;4;10004;2;9997.0;0.0
-1;106400;RAINFOREST_RESIN;9998;10;9996;1;9995;22;10000;6;10004;1;10005;22;9999.0;0.0
-1;106400;KELP;2018;23;;;;;2019;6;2020;8;2022;23;2018.5;-9.109375
-1;106500;KELP;2018;20;;;;;2020;4;2022;20;;;2019.0;-8.955078125
-1;106500;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;0.0
-1;106600;RAINFOREST_RESIN;9995;30;;;;;9998;4;10005;30;;;9996.5;0.0
-1;106600;KELP;2018;30;;;;;2020;6;2022;30;;;2019.0;-8.967041015625
-1;106700;KELP;2018;30;;;;;2022;30;;;;;2020.0;-8.970947265625
-1;106700;RAINFOREST_RESIN;9996;2;9995;28;;;9998;1;10004;2;10005;28;9997.0;0.0
-1;106800;RAINFOREST_RESIN;10002;1;9998;9;9996;1;10004;1;10005;30;;;10003.0;0.0
-1;106800;KELP;2019;3;2018;30;;;2022;31;;;;;2020.5;-8.88720703125
-1;106900;KELP;2018;29;;;;;2022;29;;;;;2020.0;-9.174072265625
-1;106900;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;0.0
-1;107000;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;0.0
-1;107000;KELP;2018;26;;;;;2019;2;2022;26;;;2018.5;-9.083984375
-1;107100;KELP;2018;22;;;;;2022;22;;;;;2020.0;-9.1424560546875
-1;107100;RAINFOREST_RESIN;9995;22;;;;;9998;1;10005;22;;;9996.5;0.0
-1;107200;RAINFOREST_RESIN;9998;1;9996;1;9995;24;10004;1;10005;24;;;10001.0;0.0
-1;107200;KELP;2018;25;;;;;2020;2;2022;25;;;2019.0;-9.0306396484375
-1;107300;KELP;2018;25;;;;;2021;25;;;;;2019.5;-9.3455810546875
-1;107300;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;0.0
-1;107400;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;0.0
-1;107400;KELP;2019;6;2018;25;;;2022;25;;;;;2020.5;-9.1551513671875
-1;107500;KELP;2018;25;;;;;2022;25;;;;;2020.0;-9.2078857421875
-1;107500;RAINFOREST_RESIN;9995;25;;;;;10002;5;10005;25;;;9998.5;0.0
-1;107600;RAINFOREST_RESIN;9998;3;9996;1;9995;30;10004;1;10005;30;;;10001.0;0.0
-1;107600;KELP;2018;31;;;;;2020;4;2021;31;;;2019.0;-9.241455078125
-1;107700;KELP;2018;24;;;;;2021;24;;;;;2019.5;-9.76416015625
-1;107700;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;0.0
-1;107800;RAINFOREST_RESIN;9996;2;9995;20;;;10002;8;10004;2;10005;20;9999.0;0.0
-1;107800;KELP;2018;22;;;;;2021;22;;;;;2019.5;-9.7225341796875
-1;107900;KELP;2018;1;2017;28;;;2021;29;;;;;2019.5;-9.808349609375
-1;107900;RAINFOREST_RESIN;9996;1;9995;28;;;10002;4;10004;1;10005;28;9999.0;0.0
-1;108000;RAINFOREST_RESIN;9996;1;9995;26;;;9998;11;10004;1;10005;26;9997.0;0.0
-1;108000;KELP;2018;1;2017;26;;;2021;27;;;;;2019.5;-9.79541015625
-1;108100;KELP;2018;25;;;;;2021;25;;;;;2019.5;-9.7667236328125
-1;108100;RAINFOREST_RESIN;9995;25;;;;;9998;1;10005;25;;;9996.5;0.0
-1;108200;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;0.0
-1;108200;KELP;2017;31;;;;;2019;1;2021;31;;;2018.0;-9.9644775390625
-1;108300;KELP;2017;21;;;;;2021;21;;;;;2019.0;-10.11328125
-1;108300;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;0.0
-1;108400;RAINFOREST_RESIN;9996;1;9995;25;;;10002;8;10004;1;10005;25;9999.0;0.0
-1;108400;KELP;2019;1;2017;26;;;2020;26;;;;;2019.5;-10.630126953125
-1;108500;KELP;2017;24;;;;;2020;25;;;;;2018.5;-10.61328125
-1;108500;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;0.0
-1;108600;RAINFOREST_RESIN;9996;1;9995;26;;;9998;4;10004;1;10005;26;9997.0;0.0
-1;108600;KELP;2017;27;;;;;2020;27;;;;;2018.5;-10.2880859375
-1;108700;KELP;2017;23;;;;;2020;23;;;;;2018.5;-10.2974853515625
-1;108700;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;0.0
-1;108800;KELP;2017;20;;;;;2020;20;;;;;2018.5;-10.4117431640625
-1;108800;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;0.0
-1;108900;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;0.0
-1;108900;KELP;2017;31;;;;;2021;31;;;;;2019.0;-10.0819091796875
-1;109000;RAINFOREST_RESIN;9995;20;;;;;10002;2;10005;20;;;9998.5;0.0
-1;109000;KELP;2018;4;2017;20;;;2021;20;;;;;2019.5;-10.14013671875
-1;109100;KELP;2017;27;;;;;2019;5;2021;28;;;2018.0;-10.058349609375
-1;109100;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;0.0
-1;109200;KELP;2017;27;;;;;2021;27;;;;;2019.0;-10.0628662109375
-1;109200;RAINFOREST_RESIN;9998;2;9996;2;9995;25;10004;2;10005;25;;;10001.0;0.0
-1;109300;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;0.0
-1;109300;KELP;2017;22;;;;;2020;21;;;;;2018.5;-10.2215576171875
-1;109400;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;0.0
-1;109400;KELP;2017;21;;;;;2021;21;;;;;2019.0;-10.0196533203125
-1;109500;KELP;2018;33;;;;;2021;30;;;;;2019.5;-9.542236328125
-1;109500;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;0.0
-1;109600;KELP;2018;29;;;;;2021;29;;;;;2019.5;-9.27685546875
-1;109600;RAINFOREST_RESIN;9996;2;9995;27;;;9998;1;10004;2;10005;27;9997.0;0.0
-1;109700;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;0.0
-1;109700;KELP;2018;26;;;;;2021;27;;;;;2019.5;-9.3515625
-1;109800;RAINFOREST_RESIN;10002;1;9996;2;9995;22;10004;2;10005;22;;;10003.0;0.0
-1;109800;KELP;2018;24;;;;;2021;24;;;;;2019.5;-9.298095703125
-1;109900;KELP;2018;27;;;;;2021;27;;;;;2019.5;-9.2232666015625
-1;109900;RAINFOREST_RESIN;10002;1;9995;27;;;10005;27;;;;;10003.5;0.0
-1;110000;KELP;2018;22;;;;;2021;22;;;;;2019.5;-9.2388916015625
-1;110000;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;0.0
-1;110100;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;0.0
-1;110100;KELP;2018;23;;;;;2021;24;;;;;2019.5;-9.3023681640625
-1;110200;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;0.0
-1;110200;KELP;2018;20;;;;;2020;3;2021;20;;;2019.0;-9.50732421875
-1;110300;KELP;2018;22;;;;;2021;22;;;;;2019.5;-9.372314453125
-1;110300;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;0.0
-1;110400;KELP;2018;23;;;;;2021;30;;;;;2019.5;-9.2860107421875
-1;110400;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;0.0
-1;110500;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;0.0
-1;110500;KELP;2018;21;;;;;2022;21;;;;;2020.0;-9.1485595703125
-1;110600;RAINFOREST_RESIN;10002;8;9995;28;;;10005;28;;;;;10003.5;0.0
-1;110600;KELP;2020;1;2018;28;;;2022;28;;;;;2021.0;-9.198486328125
-1;110700;KELP;2020;3;2018;26;;;2021;2;2022;24;;;2020.5;-9.2054443359375
-1;110700;RAINFOREST_RESIN;9998;3;9996;2;9995;24;10004;2;10005;24;;;10001.0;0.0
-1;110800;KELP;2018;30;;;;;2022;30;;;;;2020.0;-9.0018310546875
-1;110800;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;0.0
-1;110900;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;0.0
-1;110900;KELP;2018;24;;;;;2022;24;;;;;2020.0;-8.8416748046875
-1;111000;RAINFOREST_RESIN;9996;2;9995;22;;;9998;1;10004;2;10005;22;9997.0;0.0
-1;111000;KELP;2021;1;2019;24;;;2022;24;;;;;2021.5;-8.604248046875
-1;111100;KELP;2019;27;;;;;2022;27;;;;;2020.5;-8.6136474609375
-1;111100;RAINFOREST_RESIN;9996;2;9995;25;;;9998;4;10004;2;10005;25;9997.0;0.0
-1;111200;KELP;2019;22;;;;;2021;1;2022;22;;;2020.0;-8.6954345703125
-1;111200;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;0.0
-1;111300;RAINFOREST_RESIN;9996;1;9995;29;;;9998;3;10004;1;10005;29;9997.0;0.0
-1;111300;KELP;2019;31;;;;;2022;30;;;;;2020.5;-8.5501708984375
-1;111400;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;0.0
-1;111400;KELP;2019;24;;;;;2022;24;;;;;2020.5;-8.6112060546875
-1;111500;KELP;2021;1;2019;28;;;2022;22;;;;;2021.5;-8.6295166015625
-1;111500;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;0.0
-1;111600;KELP;2019;39;;;;;2022;32;;;;;2020.5;-8.6802978515625
-1;111600;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;0.0
-1;111700;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;0.0
-1;111700;KELP;2019;24;;;;;2022;22;;;;;2020.5;-8.5592041015625
-1;111800;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;0.0
-1;111800;KELP;2019;28;;;;;2022;22;;;;;2020.5;-8.525146484375
-1;111900;KELP;2019;22;;;;;2022;22;;;;;2020.5;-8.718994140625
-1;111900;RAINFOREST_RESIN;9996;2;9995;20;;;10002;5;10004;2;10005;20;9999.0;0.0
-1;112000;KELP;2018;26;;;;;2020;4;2021;26;;;2019.0;-9.3297119140625
-1;112000;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;0.0
-1;112100;RAINFOREST_RESIN;9996;2;9995;20;;;9998;5;10002;7;10004;2;9997.0;0.0
-1;112100;KELP;2018;22;;;;;2022;22;;;;;2020.0;-9.0367431640625
-1;112200;RAINFOREST_RESIN;9998;1;9996;2;9995;26;10004;2;10005;26;;;10001.0;0.0
-1;112200;KELP;2020;1;2018;28;;;2022;28;;;;;2021.0;-9.0987548828125
-1;112300;KELP;2018;31;;;;;2021;26;;;;;2019.5;-9.2630615234375
-1;112300;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;0.0
-1;112400;KELP;2018;29;;;;;2021;29;;;;;2019.5;-9.27685546875
-1;112400;RAINFOREST_RESIN;9998;9;9996;1;9995;28;10004;1;10005;28;;;10001.0;0.0
-1;112500;RAINFOREST_RESIN;9996;2;9995;21;;;10002;3;10004;2;10005;21;9999.0;0.0
-1;112500;KELP;2018;23;;;;;2021;23;;;;;2019.5;-9.2467041015625
-1;112600;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;0.0
-1;112600;KELP;2018;30;;;;;2021;30;;;;;2019.5;-9.2701416015625
-1;112700;KELP;2018;29;;;;;2021;29;;;;;2019.5;-9.4913330078125
-1;112700;RAINFOREST_RESIN;9996;1;9995;28;;;10002;7;10004;1;10005;28;9999.0;0.0
-1;112800;KELP;2018;29;;;;;2021;22;;;;;2019.5;-9.493408203125
-1;112800;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;0.0
-1;112900;RAINFOREST_RESIN;9998;1;9996;2;9995;20;10004;2;10005;20;;;10001.0;0.0
-1;112900;KELP;2018;22;;;;;2021;22;;;;;2019.5;-9.5126953125
-1;113000;RAINFOREST_RESIN;10002;4;9996;1;9995;26;10004;1;10005;26;;;10003.0;0.0
-1;113000;KELP;2018;27;;;;;2020;4;2021;27;;;2019.0;-9.5633544921875
-1;113100;KELP;2018;21;;;;;2021;21;;;;;2019.5;-9.29150390625
-1;113100;RAINFOREST_RESIN;9998;3;9996;1;9995;20;10004;1;10005;20;;;10001.0;0.0
-1;113200;KELP;2018;38;;;;;2021;31;;;;;2019.5;-9.6915283203125
-1;113200;RAINFOREST_RESIN;9996;2;9995;29;;;10002;10;10004;2;10005;29;9999.0;0.0
-1;113300;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;0.0
-1;113300;KELP;2018;17;;;;;2021;22;;;;;2019.5;-9.624267578125
-1;113400;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;0.0
-1;113400;KELP;2018;21;;;;;2021;21;;;;;2019.5;-9.6512451171875
-1;113500;KELP;2018;21;;;;;2021;21;;;;;2019.5;-9.600341796875
-1;113500;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;0.0
-1;113600;KELP;2018;25;;;;;2021;25;;;;;2019.5;-9.725341796875
-1;113600;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;0.0
-1;113700;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;0.0
-1;113700;KELP;2018;6;2017;21;;;2021;21;;;;;2019.5;-9.9197998046875
-1;113800;RAINFOREST_RESIN;10002;1;9996;2;9995;22;10004;2;10005;22;;;10003.0;0.0
-1;113800;KELP;2017;24;;;;;2021;24;;;;;2019.0;-9.9383544921875
-1;113900;KELP;2017;29;;;;;2021;29;;;;;2019.0;-9.917236328125
-1;113900;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;0.0
-1;114000;KELP;2017;30;;;;;2020;2;2021;28;;;2018.5;-10.1932373046875
-1;114000;RAINFOREST_RESIN;9996;2;9995;28;;;9998;11;10004;2;10005;28;9997.0;0.0
-1;114100;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;0.0
-1;114100;KELP;2020;1;2018;3;2017;32;2021;32;;;;;2020.5;-9.9593505859375
-1;114200;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;0.0
-1;114200;KELP;2017;25;;;;;2021;25;;;;;2019.0;-9.8896484375
-1;114300;KELP;2018;30;;;;;2021;29;;;;;2019.5;-9.50244140625
-1;114300;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;0.0
-1;114400;KELP;2018;28;;;;;2021;28;;;;;2019.5;-9.3033447265625
-1;114400;RAINFOREST_RESIN;9995;28;;;;;10002;2;10005;28;;;9998.5;0.0
-1;114500;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;0.0
-1;114500;KELP;2018;31;;;;;2021;30;;;;;2019.5;-9.466064453125
-1;114600;RAINFOREST_RESIN;10002;1;9996;1;9995;25;10004;1;10005;25;;;10003.0;0.0
-1;114600;KELP;2018;26;;;;;2021;26;;;;;2019.5;-9.4556884765625
-1;114700;KELP;2018;34;;;;;2021;28;;;;;2019.5;-9.341796875
-1;114700;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;0.0
-1;114800;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;0.0
-1;114800;KELP;2018;26;;;;;2021;26;;;;;2019.5;-9.261962890625
-1;114900;KELP;2018;21;;;;;2021;21;;;;;2019.5;-9.29931640625
-1;114900;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;0.0
-1;115000;RAINFOREST_RESIN;9998;8;9996;1;9995;25;10004;1;10005;25;;;10001.0;0.0
-1;115000;KELP;2018;32;;;;;2021;26;;;;;2019.5;-9.2337646484375
-1;115100;KELP;2020;1;2019;8;2018;25;2022;25;;;;;2021.0;-9.100341796875
-1;115100;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;0.0
-1;115200;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;0.0
-1;115200;KELP;2018;21;;;;;2022;21;;;;;2020.0;-9.1573486328125
-1;115300;KELP;2019;5;2018;28;;;2022;28;;;;;2020.5;-9.187744140625
-1;115300;RAINFOREST_RESIN;9995;28;;;;;9998;1;10002;10;10005;28;9996.5;0.0
-1;115400;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;0.0
-1;115400;KELP;2018;24;;;;;2022;24;;;;;2020.0;-9.10546875
-1;115500;KELP;2018;26;;;;;2022;26;;;;;2020.0;-9.0543212890625
-1;115500;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;0.0
-1;115600;RAINFOREST_RESIN;9998;8;9996;2;9995;27;10004;2;10005;27;;;10001.0;0.0
-1;115600;KELP;2018;33;;;;;2021;29;;;;;2019.5;-9.2294921875
-1;115700;KELP;2020;1;2018;25;;;2021;25;;;;;2020.5;-9.2607421875
-1;115700;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;0.0
-1;115800;RAINFOREST_RESIN;9998;9;9996;2;9995;22;10004;2;10005;22;;;10001.0;0.0
